生产企业,疫苗名称,供应价,省市,申报企业,原产,年份
华北制药金坦生物技术股份有限公司,重组乙型肝炎疫苗,70.0,辽宁省,华北制药金坦生物技术股份有限公司,国产,2017
广州诺诚生物制品股份有限公司,人用狂犬病疫苗,53.0,辽宁省,广州诺诚生物制品股份有限公司,国产,2017
中国医学科学院医学生物学研究所,冻干甲型肝炎减毒活疫苗,60.0,辽宁省,中国医学科学院医学生物学研究所,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,188.0,辽宁省,中国医学科学院医学生物学研究所,国产,2017
中国医学科学院医学生物学研究所,肠道病毒71型灭活疫苗,168.0,辽宁省,中国医学科学院医学生物学研究所,国产,2017
SANOFI.PASTEUR.S.A,b型流感嗜血杆菌结合疫苗,105.0,辽宁省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,45.0,辽宁省,深圳康泰生物制品股份有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,25.0,辽宁省,深圳康泰生物制品股份有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,70.0,辽宁省,深圳康泰生物制品股份有限公司,国产,2017
深圳康泰生物制品股份有限公司,重组乙型肝炎疫苗,225.0,辽宁省,深圳康泰生物制品股份有限公司,国产,2017
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,ACYW135群脑膜炎球菌多糖疫苗,65.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,41.0,辽宁省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,131.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
SANOFI.PASTEUR.S.A,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,599.0,辽宁省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
长春长生生物科技有限责任公司,水痘减毒活疫苗,148.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,45.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,51.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,24.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,27.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
上海生物制品研究所有限责任公司,麻腮风联合减毒活疫苗,76.0,辽宁省,上海生物制品研究所有限责任公司,国产,2017
成都生物制品研究所有限责任公司,23价肺炎球菌多糖疫苗,182.0,辽宁省,成都生物制品研究所有限责任公司,国产,2017
长春长生生物科技有限责任公司,人用狂犬病疫苗,52.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
上海生物制品研究所有限责任公司,水痘减毒活疫苗,136.0,辽宁省,上海生物制品研究所有限责任公司,国产,2017
武汉生物制品研究所有限责任公司,乙型脑炎减毒活疫苗,37.0,辽宁省,武汉生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,53.0,辽宁省,上海生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,流行性感冒病毒裂解疫苗,31.0,辽宁省,上海生物制品研究所有限责任公司,国产,2017
武汉生物制品研究所有限责任公司,伤寒vi多糖疫苗,70.0,辽宁省,武汉生物制品研究所有限责任公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,28.0,辽宁省,华兰生物疫苗有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,49.0,辽宁省,华兰生物疫苗有限公司,国产,2017
华兰生物疫苗有限公司,流行性感冒病毒裂解疫苗,41.0,辽宁省,华兰生物疫苗有限公司,国产,2017
华兰生物疫苗有限公司,重组乙型肝炎疫苗,38.0,辽宁省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,冻干甲型肝炎减毒活疫苗,60.0,辽宁省,长春生物制品研究所有限责任公司,国产,2017
华兰生物疫苗有限公司,重组乙型肝炎疫苗,41.0,辽宁省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,53.0,辽宁省,长春生物制品研究所有限责任公司,国产,2017
长春祈健生物制品有限公司,水痘减毒活疫苗,136.0,辽宁省,长春祈健生物制品有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,44.0,辽宁省,长春生物制品研究所有限责任公司,国产,2017
华兰生物疫苗有限公司,ACYW135群脑膜炎球菌多糖疫苗,60.0,辽宁省,华兰生物疫苗有限公司,国产,2017
长春长生生物科技有限责任公司,流行性感冒病毒裂解疫苗,31.0,辽宁省,长春生物制品研究所有限责任公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,46.0,辽宁省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,68.4,辽宁省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,70.0,辽宁省,大连汉信生物制药有限公司,国产,2017
大连汉信生物制药有限公司,重组乙型肝炎疫苗,84.0,辽宁省,大连汉信生物制药有限公司,国产,2017
宁波荣安生物药业有限公司,人用狂犬病疫苗,50.7,辽宁省,宁波荣安生物药业有限公司,国产,2017
长春长生生物科技有限责任公司,森林脑炎灭活疫苗,168.0,辽宁省,长春生物制品研究所有限责任公司,国产,2017
GLAXOSMITHKLINE.BIOLOGICALS.S.A.,双价人乳头瘤病毒吸附疫苗,580.0,辽宁省,科园信海（北京）医疗用品贸易有限公司,国产,2017
PFIZER.IRELAND.PHARMACEUTICALS,13价肺炎球菌多糖疫苗,698.0,辽宁省,科园信海（北京）医疗用品贸易有限公司,国产,2017
CHIRON.BEHRING.VACCINES.PRIVATE.LTD.,人用狂犬病疫苗,197.0,辽宁省,科园信海（北京）医疗用品贸易有限公司,国产,2017
长春长生生物科技有限责任公司,人用狂犬病疫苗,60.0,辽宁省,长春长生生物科技有限责任公司,国产,2017
北京北生研生物制品有限公司,黄热病减毒活疫苗,160.0,辽宁省,北京北生研生物制品有限公司,国产,2017
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76.0,辽宁省,北京北生研生物制品有限公司,国产,2017
北京北生研生物制品有限公司,重组乙型肝炎疫苗,36.0,辽宁省,北京北生研生物制品有限公司,国产,2017
兰州生物制品研究所有限责任公司,b型流感嗜血杆菌结合疫苗,68.0,辽宁省,兰州生物制品研究所有限责任公司,国产,2017
兰州生物制品研究所有限责任公司,口服轮状病毒活疫苗,172.0,辽宁省,兰州生物制品研究所有限责任公司,国产,2017
上海生物制品研究所有限责任公司,麻疹腮腺炎联合减毒活疫苗,68.0,辽宁省,上海生物制品研究所有限责任公司,国产,2017
北京民海生物科技有限公司,麻疹风疹联合减毒活疫苗,42.0,辽宁省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,74.0,辽宁省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,b型流感嗜血杆菌结合疫苗,85.0,辽宁省,北京民海生物科技有限公司,国产,2017
北京民海生物科技有限公司,吸附无细胞百白破灭活脊髓灰质炎和b型流感嗜血杆菌（结合）联合疫苗,285.0,辽宁省,北京民海生物科技有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,108.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,113.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,80.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,90.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,110.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,25.0,辽宁省,北京科兴生物制品有限公司,国产,2017
北京科兴生物制品有限公司,流行性感冒病毒裂解疫苗,42.0,辽宁省,北京科兴生物制品有限公司,国产,2017
武汉生物制品研究所有限责任公司,肠道病毒71型灭活疫苗,168.0,辽宁省,武汉生物制品研究所有限责任公司,国产,2017
玉溪沃森生物技术有限公司,23价肺炎球菌多糖疫苗,200.0,辽宁省,玉溪沃森生物技术有限公司,国产,2017
罗益（无锡）生物制药有限公司,A群C群脑膜炎球菌多糖结合疫苗,115.0,辽宁省,罗益（无锡）生物制药有限公司,国产,2017
成都康华生物制品有限公司,ACYW135群脑膜炎球菌多糖疫苗,55.0,辽宁省,成都康华生物制品有限公司,国产,2017
长春卫尔赛生物药业有限公司,人用狂犬病疫苗,58.0,辽宁省,长春卫尔赛生物药业有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,80.0,辽宁省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,90.0,辽宁省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,100.0,辽宁省,江苏康淮生物科技有限公司,国产,2017
江苏康淮生物科技有限公司,甲型肝炎灭活疫苗,110.0,辽宁省,江苏康淮生物科技有限公司,国产,2017
MERCK.SHARP.DOHME.CORP.,23价肺炎球菌多糖疫苗,202.0,辽宁省,重庆智飞生物制品股份有限公司,国产,2017
MERCK.SHARP.DOHME.CORP.,甲型肝炎灭活疫苗,201.0,辽宁省,重庆智飞生物制品股份有限公司,国产,2017
中逸安科生物技术股份有限公司,流感病毒亚单位疫苗,168.0,辽宁省,中逸安科生物技术股份有限公司,国产,2017
大连雅立峰生物制药有限公司,人用狂犬病疫苗,48.0,辽宁省,大连雅立峰生物制药有限公司,国产,2017
成都欧林生物科技股份有限公司,b型流感嗜血杆菌结合疫苗,73.0,辽宁省,成都欧林生物科技股份有限公司,国产,2017
成都欧林生物科技股份有限公司,吸附破伤风疫苗,158.0,辽宁省,成都欧林生物科技股份有限公司,国产,2017
上海联合赛尔生物工程有限公司,重组B亚单位/菌体霍乱疫苗,66.0,辽宁省,上海联合赛尔生物工程有限公司,国产,2017
SANOFI.PASTEUR.S.A,流行性感冒病毒裂解疫苗,58.0,辽宁省,深圳赛诺菲巴斯德生物制品有限公司,国产,2017
上海荣盛生物药业有限公司,水痘减毒活疫苗,135.5,辽宁省,上海荣盛生物药业有限公司,国产,2017
MERCK.SHARP.DOHME.CORP.,四价人乳头瘤病毒疫苗,798.0,辽宁省,重庆智飞生物制品股份有限公司,国产,2017
宁波荣安生物药业有限公司,人用狂犬病疫苗,57.0,辽宁省,宁波荣安生物药业有限公司,国产,2017
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,45.0,辽宁省,北京北生研生物制品有限公司,国产,2017
浙江天元生物药业有限公司,重组乙型肝炎疫苗,88.0,辽宁省,浙江天元生物药业有限公司,国产,2017
浙江天元生物药业有限公司,重组乙型肝炎疫苗,78.0,辽宁省,浙江天元生物药业有限公司,国产,2017
北京北生研生物制品有限公司,麻腮风联合减毒活疫苗,76.0,黑龙江省,北京北生研生物制品有限公司  ,国产,2018
北京北生研生物制品有限公司,麻疹风疹联合减毒活疫苗,45.0,黑龙江省,北京北生研生物制品有限公司  ,国产,2018
北京北生研生物制品有限公司,重组乙型肝炎疫苗,108.0,黑龙江省,北京北生研生物制品有限公司  ,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,168.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,肠道病毒71型灭活疫苗,188.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,80.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,90.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,108.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,甲型肝炎灭活疫苗,113.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
北京科兴生物制品有限公司,甲型乙型肝炎联合疫苗,110.0,黑龙江省,北京科兴生物制品有限公司   ,国产,2018
